Sample,Method,Dataset,Window,Signal,Median,STD,RMS,IQR,Skewness,Kurtosis,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,MotionDuration,FFTEnergy,SpectralCentroid,Bandwidth,SpectralEntropy
median_motion_019,median,motion,19,i_mean,0.021770520717176348,0.012243676791283258,0.026579493223570016,0.014704398936418776,0.5842291106056096,0.1836940096371631,0.18085618176558194,8,0.035060147110793624,0.02044647290556116,44.140625,113,4.912019372134397,0.8599908245769612,1.1493778742222345,5.540226084210609
median_motion_019,median,motion,19,q_mean,0.01387028161571925,0.013545838209524458,0.022054740058922023,0.0173902952314868,0.8227903704092646,-0.0603034885170417,0.12452135912105466,7,0.035869482487360195,0.015901980965438343,41.015625,105,6.012586768984026,0.4426473748613884,0.7036937677359684,4.537963150722971
median_motion_020,median,motion,20,amp_mean,0.0332958297609657,0.1074160045465265,0.13324650186795117,0.0662760980132745,1.8123289365576154,2.190081962019958,4.5451853465717535,2,0.2938059911944517,0.2844497833723151,24.609375,63,378.0836236278019,0.3203457699554059,0.47956014323559476,4.113931372984917
median_motion_020,median,motion,20,amp_std,0.0069706850633761,0.04115002672708311,0.04694404018679957,0.01807932775468395,2.711211741393585,6.0543497238660215,0.5641581847193223,2,0.09980331533776454,0.0223822898764247,19.921875,51,55.484019212247404,0.978272616922635,1.2567963086886955,5.687161009280837
median_motion_020,median,motion,20,amp_max,0.02746766644624905,0.06554673772150765,0.08495130196779777,0.03681124428615415,1.4680954291599506,0.6856244768903617,1.8474812687421336,2,0.19936445544989828,0.1962707642619893,23.046875,59,140.7835229508683,0.37245958993565853,0.6195449718517019,4.262557505799139
median_motion_020,median,motion,20,phase_std,0.0658105956990547,0.1936835304383624,0.2376703726043614,0.0687325219269525,2.5104491436102188,4.834365441362059,14.460724739557373,2,0.45287030886437074,0.42396860793781393,16.40625,42,1229.2361097002592,0.295135893756521,0.3842531223885352,4.0964867022241735
median_motion_020,median,motion,20,i_mean,0.0200869821242368,0.04106536814089163,0.052202465613125276,0.016714415164482976,2.3695640418797415,4.296439935390636,0.6976249385189188,4,0.09802952294009325,0.05116029337505245,18.75,48,55.25877320507614,0.3405937648496749,0.5356836415606105,4.248360898655324
median_motion_020,median,motion,20,q_mean,0.0129773731416159,0.01615700873939054,0.02343740196273042,0.0238787867742182,0.8333474600778973,-0.4170964127143746,0.14062382355522554,6,0.03804832811646056,0.017485957941454536,39.84375,102,8.554043469151404,0.4229689390624613,0.6831032115604767,4.499337471053085
median_motion_021,median,motion,21,amp_mean,0.0473711688260936,0.1068560749062932,0.13422219147625303,0.06594643358128424,1.7754223952010992,2.14145985844723,4.611992751280111,2,0.2938059911944517,0.26226879472686615,24.21875,62,374.15225728385855,0.3034360533610384,0.39830900707759537,4.08280617094933
median_motion_021,median,motion,21,amp_std,0.00334899357054595,0.05213838240414895,0.057897292681480805,0.01874018248175735,2.4890565104390605,4.703789965600356,0.858136703960333,2,0.11252466187564145,0.1081382827870435,21.09375,54,89.07688621379478,0.3025802267621122,0.4072938467104683,4.115533171848567
median_motion_021,median,motion,21,amp_max,0.02980211557539805,0.04844653005934729,0.06851463620933175,0.03873920901468593,1.2703072718278148,0.29849285011863413,1.2017293759736507,3,0.14244201966357264,0.0985754661609314,28.125,72,76.90683266987101,0.8371349719428997,1.1656633114130144,5.367571322516226
median_motion_021,median,motion,21,phase_std,0.059026237496555,0.04117126726181601,0.08142911976890387,0.05203934672239227,0.7487796502821819,-0.47872925925806964,1.6974595958626533,4,0.12245506277040608,0.0839488388318638,35.546875,91,55.5440825860011,0.44109321770835147,0.7112683219626066,4.502109895091404
median_motion_021,median,motion,21,i_mean,0.0215939708766309,0.04227507517467772,0.05450838316686889,0.031934689469725525,1.9876462254671685,3.109954029653399,0.7606179418793461,6,0.08260420995231378,0.04791855141748502,33.203125,85,58.56226049375163,0.4407879069438803,0.7507320140612652,4.447290508383418
median_motion_021,median,motion,21,q_mean,0.01213425344669815,0.014263289247367278,0.021346214962755305,0.016569097170628776,0.9773377547263575,0.22206932523722145,0.11664918866845658,6,0.0319344884887785,0.020590835729906765,39.453125,101,6.6663684554143305,0.3335736617005827,0.3992780440296116,4.323612075608386
median_motion_022,median,motion,22,amp_mean,0.037287106566684894,0.0274455759357448,0.04447169195241497,0.05477515162873717,0.05193906163845066,-1.5637716640481678,0.5062992345882855,8,0.0672521680687298,0.022889198753685128,50.390625,129,24.682811753587583,0.40707222393905573,0.6431656025208791,4.372829499518096
median_motion_022,median,motion,22,amp_std,0.00042715600467305,0.052796244643998756,0.057606017233560285,0.009382563222141075,2.5040782959078483,4.728337828719786,0.8495240247073906,2,0.11252466187564145,0.11252466187564145,21.09375,54,91.33894581102032,0.29336283750309633,0.3780339484705098,4.074626324551879
median_motion_022,median,motion,22,amp_max,0.03368886674652425,0.03604205013798362,0.056836308139949956,0.029958397396244753,1.0618002874976242,0.16254437065546945,0.8269736762827116,6,0.09370664727571006,0.04079944726297602,33.984375,87,42.56635978839728,0.5763599722731145,0.9477556638630298,4.653710002857777
median_motion_022,median,motion,22,phase_std,0.0378765694047174,0.04324334354431361,0.0626642739322825,0.04684632572037695,1.2430960912502285,0.7611251616334469,1.0052636742297956,5,0.0915280395943336,0.04270405048907056,37.5,96,61.2756597845968,0.40304601011890345,0.6952057621581483,4.319744755119168
median_motion_022,median,motion,22,i_mean,0.02840839123219535,0.018268519171576274,0.03231079419843595,0.029685371449679743,0.13658246896921775,-1.0512163501076635,0.2672607799638227,5,0.04923941818195382,0.035338625548083875,52.734375,135,10.9359509111669,0.38813569447995266,0.5970519956533833,4.388644136106214
median_motion_022,median,motion,22,q_mean,0.01134989484867085,0.011147494871784937,0.017307840174036367,0.015473585723130302,0.9129659802882113,0.21448966395581204,0.07668770086143671,7,0.0256351402320535,0.013835408358749999,40.234375,103,4.071801380531059,0.9073497978011299,1.1808045979955684,5.678620592720565
median_motion_023,median,motion,23,amp_mean,0.0438452642267691,0.027526181729496724,0.05053573328529619,0.04968480247722512,-0.08761223790602128,-1.239941598265556,0.6537882467027438,8,0.07086565124067261,0.03040226274308868,51.5625,132,24.827973659031056,0.41894870190872446,0.7312057544934644,4.316656594214345
median_motion_023,median,motion,23,amp_std,0.00256612039193245,0.051113939722084945,0.05715191556695673,0.0098752717488183,2.0442066282705693,2.6499301208161077,0.8361834119609731,1,0.1742640637543307,0.1742640637543307,18.75,48,85.60960758204368,0.7086874099314305,1.072877798697791,5.144362797079331
median_motion_023,median,motion,23,amp_max,0.04344835490249355,0.08525694592131722,0.12342305906409293,0.12481827875339781,1.0132731712568146,-0.4248059745335344,3.899712386237074,4,0.18169110404185407,0.14331198555661123,37.109375,95,238.18226816985919,0.3197338816985843,0.45253158086276024,4.061007263474421
median_motion_023,median,motion,23,phase_std,0.0206094356450781,0.019940134442059818,0.03209371333075113,0.02695531880151835,0.816221616773057,0.437669827164207,0.2636816474512468,4,0.04068185099011193,0.024272590216154525,46.875,120,13.02870281870069,0.7289723348427123,1.057154166415821,5.137279049284318
