Signal,STD,RMS,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,SpectralEntropy,SpectralCentroid,Bandwidth,FFTEnergy
q_mean,0.011454231992978865,0.018683075829393974,0.08935867454640264,7,0.028569330191546487,0.011863639269657642,44.53125,5.472374393288142,0.8998710647628035,1.206764600290706,4.299018370811101
amp_mean,0.06921058975529708,0.09358460092341078,2.242067847678479,3,0.19020256538348265,0.13555740052000378,28.90625,5.770062797305453,1.0334454739570755,1.2653483453451468,156.95355605152506
amp_std,0.12213448504363826,0.17410559148668964,7.760065788654093,4,0.28554929118500627,0.24024021099810638,42.96875,4.070681544653962,0.29655181110715234,0.3519012997241416,488.79476142441354
amp_max,0.0696894267130016,0.10174387046251206,2.650064685233263,4,0.17647241190166893,0.1262132565502469,38.671875,5.540466724258455,0.9203019562897168,1.214002907413992,159.13595712955026
phase_std,0.11410715277173447,0.1425156299362859,5.199540422690915,4,0.19353781264225348,0.14306708208546173,32.8125,4.425448218656309,0.4275010841066201,0.740349797271878,426.65322484101364
i_mean,0.015648657985000026,0.02544912790641796,0.16580047646648866,8,0.03824258856077513,0.014861018736370125,40.234375,4.713970010952035,0.5113881304395818,0.8502476878988371,8.024218535852716
q_mean,0.06330784618479358,0.07587368971746666,1.4737450985836562,2,0.23955912327350398,0.1048571050093777,14.0625,4.525119239672631,0.45741664029419,0.7848104724344431,131.33005570651852
amp_mean,0.08299925734610063,0.1136389856949247,3.3059376818614528,3,0.20261989070431516,0.19135076528177578,28.515625,4.38569885941283,0.47445878098084365,0.8155574743817606,225.7342327558643
amp_std,0.11689005569137868,0.15051156114980724,5.799354890176554,3,0.28262302843780224,0.21925570727750845,33.59375,4.07162158460339,0.33943930070590733,0.5312501261410618,447.7184471751775
amp_max,0.11003333176777037,0.145001171070745,5.38248694064319,3,0.3335302382905958,0.20083953148541114,33.984375,3.966247831603749,0.30570103665704984,0.47782155889287964,396.7330994696977
phase_std,0.04898580730894476,0.07520509714112175,1.4478864988174234,5,0.12858118087323875,0.0738168837426118,50.390625,4.185145763817583,0.442490111844393,0.7591711163249452,78.63027927024734
i_mean,0.01735985232564982,0.032032196606378946,0.26267177457400703,11,0.04363425183676981,0.016249142490758928,49.21875,4.225620707393219,0.3156753362107205,0.3616430806994778,9.875111024667905
q_mean,0.07157793032365292,0.09693381366985482,2.405418043541026,3,0.2272050535009799,0.14222215506171043,22.65625,4.038545997445221,0.3235669937975373,0.43018268426100653,167.88356558316255
amp_mean,0.08734556653458482,0.1166221138044971,3.481783661626642,3,0.21463364468992585,0.114602920374209,24.21875,5.497048772759753,0.8939140539995941,1.1936776144779018,249.98702154439954
amp_std,0.07979694463173011,0.09319629786802716,2.2235007836943472,2,0.2212196524303312,0.21720306816098506,23.4375,3.89317479696704,0.29050616876630136,0.328117076174321,208.65195528542273
amp_max,0.10259122905825573,0.13803717232761564,4.8778908017161875,5,0.2283873990232726,0.10134617400819738,36.328125,4.347450835657533,0.4368834404895508,0.7813207178600564,344.88133524020355
phase_std,0.05721113524459244,0.081757779689216,1.7111896421658574,5,0.12689952688287817,0.07960624344859034,37.109375,5.016845800710854,0.6959325444308261,1.0456633631738286,107.2522441210547
i_mean,0.013031635752228547,0.03174850116222399,0.25803963546822095,10,0.04287403994577005,0.01741278658717401,49.609375,4.410935934954091,0.3936331906771063,0.4334066389563586,5.564777110385101
q_mean,0.04860542591947572,0.0641449350097835,1.0533306079767932,4,0.08424274849245741,0.06572433127427477,21.875,4.549923336114153,0.44573005602372767,0.747689657451765,77.41385615357152
amp_mean,0.06711244058771147,0.0859587836509738,1.8915615966092594,3,0.13640971369703878,0.11486376249587527,28.125,4.689407326206503,0.49441724164427375,0.8036624208947949,147.5891694391712
amp_std,0.06145308249822679,0.06631141743857787,1.1256842451746123,1,0.2232270409563503,0.221092414574538,12.109375,4.071517616839244,0.2877184030887324,0.3549453862630451,123.74773914124515
amp_max,0.038477389953883404,0.06831083998643211,1.1945909400708947,6,0.10793356351155557,0.05203984350550655,38.671875,5.287369929449221,0.75180554955922,1.0507219260104173,48.51264929114329
phase_std,0.04653194533497874,0.07581658704951,1.4715276471899972,6,0.10182576872128829,0.053131149535000234,41.015625,4.305689833052648,0.3525131566714851,0.5168077971373711,70.94998394672656
i_mean,0.012646635366035167,0.03321174893367508,0.2823731884117678,8,0.044888572913011,0.01527334878406385,42.578125,5.408423453909355,0.8296781225676356,1.1172247181238233,5.240709154089944
